1.00000,0.98275,0.95217,0.91148,0.95345,0.93274,0.86186,0.79469,0.75581,0.81992
0.98275,1.00000,0.98180,0.95585,0.98186,0.95451,0.89165,0.85131,0.81747,0.83238
0.95217,0.98180,1.00000,0.98821,0.95183,0.98620,0.95404,0.92502,0.88734,0.89859
0.91148,0.95585,0.98821,1.00000,0.94415,0.96104,0.94072,0.92381,0.87471,0.86838
0.95345,0.98186,0.95183,0.94415,1.00000,0.89652,0.82471,0.79099,0.74758,0.74308
0.93274,0.95451,0.98620,0.96104,0.89652,1.00000,0.98333,0.95236,0.92635,0.95444
0.86186,0.89165,0.95404,0.94072,0.82471,0.98333,1.00000,0.98181,0.95564,0.98213
0.79469,0.85131,0.92502,0.92381,0.79099,0.95236,0.98181,1.00000,0.98821,0.95239
0.75581,0.81747,0.88734,0.87471,0.74758,0.92635,0.95564,0.98821,1.00000,0.93762
0.81992,0.83238,0.89859,0.86838,0.74308,0.95444,0.98213,0.95239,0.93762,1.00000
